CO2,Pressure,Temperature,Humidity, Room, Position, Sensor ID,time
1504,96647,30.518,17.651,none,Calibration,B8:27:EB:86:0C:42,1675874691
1436,96623,30.627,17.689,none,Calibration,7C:3F:E7:16:00:69,1675874754
1508,96631,30.497,18.267,none,Calibration,B8:27:EB:B1:D5:C6,1675874756
1473,96643,30.307,24.026,none,Calibration,B8:27:EB:98:CF:BA,1675874757
1471,96646,29.135,18.893,none,Calibration,B8:27:EB:0F:85:C3,1675874759
1427,96640,29.96,23.626,none,Calibration,B8:27:EB:34:50:CA,1675874761
1502,96642,30.457,17.605,none,Calibration,B8:27:EB:86:0C:42,1675874762
1427,96631,30.606,17.628,none,Calibration,7C:3F:E7:16:00:69,1675874824
1493,96625,30.545,18.217,none,Calibration,B8:27:EB:B1:D5:C6,1675874825
1461,96649,30.288,23.962,none,Calibration,B8:27:EB:98:CF:BA,1675874827
1464,96652,29.127,18.792,none,Calibration,B8:27:EB:0F:85:C3,1675874829
1415,96636,29.936,23.551,none,Calibration,B8:27:EB:34:50:CA,1675874830
1487,96642,30.435,17.533,none,Calibration,B8:27:EB:86:0C:42,1675874833
1418,96624,30.649,17.604,none,Calibration,7C:3F:E7:16:00:69,1675874894
1489,96628,30.526,18.167,none,Calibration,B8:27:EB:B1:D5:C6,1675874896
1448,96649,30.272,23.924,none,Calibration,B8:27:EB:98:CF:BA,1675874897
1453,96642,29.111,18.731,none,Calibration,B8:27:EB:0F:85:C3,1675874899
1411,96646,29.981,23.498,none,Calibration,B8:27:EB:34:50:CA,1675874901
