618,97048,26.691,13.403,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675852309
613,96900,26.261,15.423,4B-005,Calibration,D3:C7:35:B4:C6:09,1675852312
548,96879,26.798000000000002,15.063,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675852314
446,96854,26.876,16.308,4B-005,Calibration,D3:C7:35:B4:C6:08,1675852315
605,97041,27.896,13.336,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675852458
,,,4B-005,Calibration,D3:C7:35:B4:C6:09,1675852459
557,97024,27.968,14.598,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675852461
446,97041,28.003,15.538,4B-005,Calibration,D3:C7:35:B4:C6:08,1675852462
604,97053,28.464,13.815,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675852606
597,97056,27.714,15.89,4B-005,Calibration,D3:C7:35:B4:C6:09,1675852608
,,,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675852648
,,,4B-005,Calibration,D3:C7:35:B4:C6:08,1675852689
605,97056,28.905,14.941,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675852831
574,97052,28.077,17.26,4B-005,Calibration,D3:C7:35:B4:C6:09,1675852833
,,,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675852874
417,97037,29.234,17.335,4B-005,Calibration,D3:C7:35:B4:C6:08,1675852875
604,97052,29.111,15.82,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853017
569,97040,28.189,18.188,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853019
,,,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853059
418,97039,29.407,16.334,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853061
599,97041,29.183,15.919,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853203
573,97042,28.203,18.107,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853205
533,97028,29.327,16.696,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853207
424,97037,29.463,17.134,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853209
599,97030,29.284,16.329,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853351
,,,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853391
524,97026,29.34,17.359,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853393
422,97023,29.546,17.686,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853395
593,97031,29.351,16.868,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853537
,,,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853578
525,97005,29.362,17.709,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853579
421,97022,29.605,18.089,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853581
591,97044,29.396,17.228,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853724
,,,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853764
522,97017,29.388,17.997,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853766
419,97017,29.639,18.38,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853768
591,97020,29.487,17.53,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853875
563,97036,28.246,19.837,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853877
519,97002,29.407,18.113,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853878
414,97007,29.65,18.524,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853880
594,97029,29.487,17.691,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675853985
563,97019,28.267,20.019,4B-005,Calibration,D3:C7:35:B4:C6:09,1675853989
527,97010,29.412,18.249,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675853990
412,97007,29.677,18.624,4B-005,Calibration,D3:C7:35:B4:C6:08,1675853993
593,97022,29.527,17.848,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675854097
562,97026,28.299,20.164,4B-005,Calibration,D3:C7:35:B4:C6:09,1675854099
522,97004,29.404,18.322,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675854100
411,97007,29.65,18.733,4B-005,Calibration,D3:C7:35:B4:C6:08,1675854102
596,97030,29.493,17.947,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675854207
569,97019,28.283,20.301,4B-005,Calibration,D3:C7:35:B4:C6:09,1675854209
518,97008,29.388,18.406,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675854211
413,97008,29.671,18.817,4B-005,Calibration,D3:C7:35:B4:C6:08,1675854212
507,97014,29.615,18.792,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855445
527,97010,28.302,21.235,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855453
485,96984,29.466,18.995,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855457
494,96994,29.693,19.485,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855458
507,97011,29.589,18.817,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855523
525,96922,28.326,21.304,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855525
483,96901,29.45,19.026,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855527
496,96953,29.671,19.505,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855529
511,97000,29.613,18.782,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855593
528,97000,28.31,20.977,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855595
497,96977,29.471,17.062,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855597
504,96985,29.671,18.29,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855599
513,97011,29.623,18.391,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855665
534,97011,28.302,20.542,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855667
504,96989,29.474,17.553,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855669
510,96991,29.698,18.347,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855671
512,97002,29.613,18.283,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855736
532,97005,28.318,20.564,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855738
502,96984,29.487,18.135,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855739
511,96994,29.717,18.739,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855741
512,96994,29.605,18.273,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855806
544,96996,28.302,20.716,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855809
490,96974,29.439,18.487,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855811
502,96988,29.674,18.968,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855813
515,97002,29.637,18.388,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855880
534,97009,28.272,20.834,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855882
493,96989,29.471,18.624,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855884
500,96997,29.701,19.067,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855886
519,96997,29.613,18.463,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675855951
537,97001,28.344,20.925,4B-005,Calibration,D3:C7:35:B4:C6:09,1675855953
487,96978,29.474,18.736,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675855956
501,96993,29.728,19.18,4B-005,Calibration,D3:C7:35:B4:C6:08,1675855959
516,96993,29.629,18.513,4B-005,Calibration,C6:DA:C4:A8:1E:06,1675856026
539,96993,28.272,20.994,4B-005,Calibration,D3:C7:35:B4:C6:09,1675856028
488,96979,29.471,18.772,4B-005,Calibration,C6:DA:C4:A8:1E:04,1675856029
